id,text,language
11635,اليوم كان رائعًا,ar
11636,What a beautiful day!,en
11637,What a beautiful day!,en
11638,This is terrible...,en
11639,I love this!,en
11640,"Nicht schlecht, aber nicht gut.",de
11641,Ich bin enttäuscht.,de
11642,बहुत ही अच्छा प्रदर्शन!,hi
11643,मैं इससे खुश नहीं हूँ।,hi
11644,این بهترین روز من بود,fa
11645,من خیلی ناراحتم,fa
11646,I am so tired of this nonsense.,en
11647,لا يعجبني هذا,ar
11648,What a beautiful day!,en
11649,"Nicht schlecht, aber nicht gut.",de
11650,مقبول لكنه ليس الأفضل,ar
11651,اليوم كان رائعًا,ar
11652,Ich bin enttäuscht.,de
11653,مقبول لكنه ليس الأفضل,ar
11654,यह ठीक था।,hi
11655,यह ठीक था।,hi
11656,مقبول لكنه ليس الأفضل,ar
11657,I love this!,en
11658,I am so tired of this nonsense.,en
11659,"Nicht schlecht, aber nicht gut.",de
11660,बहुत ही अच्छा प्रदर्शन!,hi
11661,Absolutely fantastic experience!,en
11662,This is terrible...,en
11663,Worst day ever.,en
11664,मैं इससे खुश नहीं हूँ।,hi
11665,मैं इससे खुश नहीं हूँ।,hi
11666,यह ठीक था।,hi
11667,I love this!,en
11668,Worst day ever.,en
11669,اليوم كان رائعًا,ar
11670,لا يعجبني هذا,ar
11671,Worst day ever.,en
11672,"Nicht schlecht, aber nicht gut.",de
11673,मैं इससे खुश नहीं हूँ।,hi
11674,Could be better.,en
11675,I am so tired of this nonsense.,en
11676,من خیلی ناراحتم,fa
11677,مقبول لكنه ليس الأفضل,ar
11678,This is terrible...,en
11679,This is terrible...,en
11680,Could be better.,en
11681,बहुत ही अच्छा प्रदर्शन!,hi
11682,لا يعجبني هذا,ar
11683,This is terrible...,en
11684,मैं इससे खुश नहीं हूँ।,hi
11685,این بهترین روز من بود,fa
11686,Could be better.,en
11687,من خیلی ناراحتم,fa
11688,"Nicht schlecht, aber nicht gut.",de
11689,बहुत ही अच्छा प्रदर्शन!,hi
11690,Ich bin enttäuscht.,de
11691,मैं इससे खुश नहीं हूँ।,hi
11692,I love this!,en
11693,Could be better.,en
11694,Das war unglaublich!,de
11695,Absolutely fantastic experience!,en
11696,बहुत ही अच्छा प्रदर्शन!,hi
11697,I love this!,en
11698,Could be better.,en
11699,Absolutely fantastic experience!,en
11700,اليوم كان رائعًا,ar
11701,من خیلی ناراحتم,fa
11702,Das war unglaublich!,de
11703,Could be better.,en
11704,यह ठीक था।,hi
11705,خوب بود اما می‌توانست بهتر باشد,fa
11706,बहुत ही अच्छा प्रदर्शन!,hi
11707,I am so tired of this nonsense.,en
11708,बहुत ही अच्छा प्रदर्शन!,hi
11709,Could be better.,en
11710,من خیلی ناراحتم,fa
11711,لا يعجبني هذا,ar
11712,اليوم كان رائعًا,ar
11713,مقبول لكنه ليس الأفضل,ar
11714,لا يعجبني هذا,ar
11715,"Nicht schlecht, aber nicht gut.",de
11716,خوب بود اما می‌توانست بهتر باشد,fa
11717,I am so tired of this nonsense.,en
11718,Ich bin enttäuscht.,de
11719,Das war unglaublich!,de
11720,What a beautiful day!,en
11721,यह ठीक था।,hi
11722,"Nicht schlecht, aber nicht gut.",de
11723,I love this!,en
11724,बहुत ही अच्छा प्रदर्शन!,hi
11725,اليوم كان رائعًا,ar
11726,This is terrible...,en
11727,What a beautiful day!,en
11728,"Nicht schlecht, aber nicht gut.",de
11729,I am so tired of this nonsense.,en
11730,Absolutely fantastic experience!,en
11731,مقبول لكنه ليس الأفضل,ar
11732,बहुत ही अच्छा प्रदर्शन!,hi
11733,خوب بود اما می‌توانست بهتر باشد,fa
11734,मैं इससे खुश नहीं हूँ।,hi
11735,خوب بود اما می‌توانست بهتر باشد,fa
11736,I am so tired of this nonsense.,en
11737,"Nicht schlecht, aber nicht gut.",de
11738,This is terrible...,en
11739,बहुत ही अच्छा प्रदर्शन!,hi
11740,مقبول لكنه ليس الأفضل,ar
11741,मैं इससे खुश नहीं हूँ।,hi
11742,बहुत ही अच्छा प्रदर्शन!,hi
11743,This is terrible...,en
11744,این بهترین روز من بود,fa
11745,यह ठीक था।,hi
11746,این بهترین روز من بود,fa
11747,What a beautiful day!,en
11748,مقبول لكنه ليس الأفضل,ar
11749,من خیلی ناراحتم,fa
11750,"Nicht schlecht, aber nicht gut.",de
11751,Worst day ever.,en
11752,اليوم كان رائعًا,ar
11753,مقبول لكنه ليس الأفضل,ar
11754,"Nicht schlecht, aber nicht gut.",de
11755,اليوم كان رائعًا,ar
11756,I love this!,en
11757,خوب بود اما می‌توانست بهتر باشد,fa
11758,I love this!,en
11759,यह ठीक था।,hi
11760,Worst day ever.,en
11761,मैं इससे खुश नहीं हूँ।,hi
11762,Worst day ever.,en
11763,Ich bin enttäuscht.,de
11764,این بهترین روز من بود,fa
11765,Das war unglaublich!,de
11766,اليوم كان رائعًا,ar
11767,यह ठीक था।,hi
11768,What a beautiful day!,en
11769,Worst day ever.,en
11770,Das war unglaublich!,de
11771,This is terrible...,en
11772,Absolutely fantastic experience!,en
11773,خوب بود اما می‌توانست بهتر باشد,fa
11774,خوب بود اما می‌توانست بهتر باشد,fa
11775,Absolutely fantastic experience!,en
11776,Absolutely fantastic experience!,en
11777,Could be better.,en
11778,این بهترین روز من بود,fa
11779,"Nicht schlecht, aber nicht gut.",de
11780,خوب بود اما می‌توانست بهتر باشد,fa
11781,Worst day ever.,en
11782,Das war unglaublich!,de
11783,مقبول لكنه ليس الأفضل,ar
11784,لا يعجبني هذا,ar
11785,बहुत ही अच्छा प्रदर्शन!,hi
11786,Das war unglaublich!,de
11787,मैं इससे खुश नहीं हूँ।,hi
11788,मैं इससे खुश नहीं हूँ।,hi
11789,خوب بود اما می‌توانست بهتر باشد,fa
11790,این بهترین روز من بود,fa
11791,Ich bin enttäuscht.,de
11792,خوب بود اما می‌توانست بهتر باشد,fa
11793,Absolutely fantastic experience!,en
11794,I love this!,en
11795,این بهترین روز من بود,fa
11796,خوب بود اما می‌توانست بهتر باشد,fa
11797,Worst day ever.,en
11798,I love this!,en
11799,لا يعجبني هذا,ar
11800,این بهترین روز من بود,fa
11801,مقبول لكنه ليس الأفضل,ar
11802,बहुत ही अच्छा प्रदर्शन!,hi
11803,मैं इससे खुश नहीं हूँ।,hi
11804,यह ठीक था।,hi
11805,Absolutely fantastic experience!,en
11806,این بهترین روز من بود,fa
11807,This is terrible...,en
11808,من خیلی ناراحتم,fa
11809,Absolutely fantastic experience!,en
11810,बहुत ही अच्छा प्रदर्शन!,hi
11811,यह ठीक था।,hi
11812,Could be better.,en
11813,Could be better.,en
11814,बहुत ही अच्छा प्रदर्शन!,hi
11815,این بهترین روز من بود,fa
11816,اليوم كان رائعًا,ar
11817,این بهترین روز من بود,fa
11818,Ich bin enttäuscht.,de
11819,این بهترین روز من بود,fa
11820,"Nicht schlecht, aber nicht gut.",de
11821,مقبول لكنه ليس الأفضل,ar
11822,यह ठीक था।,hi
11823,اليوم كان رائعًا,ar
11824,لا يعجبني هذا,ar
11825,مقبول لكنه ليس الأفضل,ar
11826,Worst day ever.,en
11827,Worst day ever.,en
11828,لا يعجبني هذا,ar
11829,Worst day ever.,en
11830,Could be better.,en
11831,مقبول لكنه ليس الأفضل,ar
11832,यह ठीक था।,hi
11833,Das war unglaublich!,de
11834,This is terrible...,en
11835,मैं इससे खुश नहीं हूँ।,hi
11836,Das war unglaublich!,de
11837,बहुत ही अच्छा प्रदर्शन!,hi
11838,خوب بود اما می‌توانست بهتر باشد,fa
11839,Absolutely fantastic experience!,en
11840,This is terrible...,en
11841,من خیلی ناراحتم,fa
11842,Ich bin enttäuscht.,de
11843,Could be better.,en
11844,मैं इससे खुश नहीं हूँ।,hi
11845,"Nicht schlecht, aber nicht gut.",de
11846,"Nicht schlecht, aber nicht gut.",de
11847,Das war unglaublich!,de
11848,Ich bin enttäuscht.,de
11849,मैं इससे खुश नहीं हूँ।,hi
11850,لا يعجبني هذا,ar
11851,این بهترین روز من بود,fa
11852,اليوم كان رائعًا,ar
11853,لا يعجبني هذا,ar
11854,मैं इससे खुश नहीं हूँ।,hi
11855,لا يعجبني هذا,ar
11856,"Nicht schlecht, aber nicht gut.",de
11857,यह ठीक था।,hi
11858,This is terrible...,en
11859,لا يعجبني هذا,ar
11860,من خیلی ناراحتم,fa
11861,यह ठीक था।,hi
11862,What a beautiful day!,en
11863,"Nicht schlecht, aber nicht gut.",de
11864,Worst day ever.,en
11865,این بهترین روز من بود,fa
11866,Absolutely fantastic experience!,en
11867,"Nicht schlecht, aber nicht gut.",de
11868,Ich bin enttäuscht.,de
11869,لا يعجبني هذا,ar
11870,मैं इससे खुश नहीं हूँ।,hi
11871,Could be better.,en
11872,اليوم كان رائعًا,ar
11873,Das war unglaublich!,de
11874,Could be better.,en
11875,خوب بود اما می‌توانست بهتر باشد,fa
11876,لا يعجبني هذا,ar
11877,اليوم كان رائعًا,ar
11878,Ich bin enttäuscht.,de
11879,اليوم كان رائعًا,ar
11880,این بهترین روز من بود,fa
11881,من خیلی ناراحتم,fa
11882,बहुत ही अच्छा प्रदर्शन!,hi
11883,मैं इससे खुश नहीं हूँ।,hi
11884,This is terrible...,en
11885,बहुत ही अच्छा प्रदर्शन!,hi
11886,لا يعجبني هذا,ar
11887,I love this!,en
11888,اليوم كان رائعًا,ar
11889,I am so tired of this nonsense.,en
11890,"Nicht schlecht, aber nicht gut.",de
11891,لا يعجبني هذا,ar
11892,لا يعجبني هذا,ar
11893,Ich bin enttäuscht.,de
11894,Ich bin enttäuscht.,de
11895,اليوم كان رائعًا,ar
11896,यह ठीक था।,hi
11897,مقبول لكنه ليس الأفضل,ar
11898,Could be better.,en
11899,मैं इससे खुश नहीं हूँ।,hi
11900,مقبول لكنه ليس الأفضل,ar
11901,Worst day ever.,en
11902,What a beautiful day!,en
11903,Worst day ever.,en
11904,Absolutely fantastic experience!,en
11905,Ich bin enttäuscht.,de
11906,اليوم كان رائعًا,ar
11907,اليوم كان رائعًا,ar
11908,من خیلی ناراحتم,fa
11909,خوب بود اما می‌توانست بهتر باشد,fa
11910,I am so tired of this nonsense.,en
11911,What a beautiful day!,en
11912,Worst day ever.,en
11913,مقبول لكنه ليس الأفضل,ar
11914,Absolutely fantastic experience!,en
11915,मैं इससे खुश नहीं हूँ।,hi
11916,I love this!,en
11917,This is terrible...,en
11918,मैं इससे खुश नहीं हूँ।,hi
11919,خوب بود اما می‌توانست بهتر باشد,fa
11920,I am so tired of this nonsense.,en
11921,"Nicht schlecht, aber nicht gut.",de
11922,اليوم كان رائعًا,ar
11923,I am so tired of this nonsense.,en
11924,Das war unglaublich!,de
11925,What a beautiful day!,en
11926,मैं इससे खुश नहीं हूँ।,hi
11927,Could be better.,en
11928,मैं इससे खुश नहीं हूँ।,hi
11929,Worst day ever.,en
11930,What a beautiful day!,en
11931,خوب بود اما می‌توانست بهتر باشد,fa
11932,من خیلی ناراحتم,fa
11933,لا يعجبني هذا,ar
11934,مقبول لكنه ليس الأفضل,ar
11935,Absolutely fantastic experience!,en
11936,This is terrible...,en
11937,"Nicht schlecht, aber nicht gut.",de
11938,"Nicht schlecht, aber nicht gut.",de
11939,مقبول لكنه ليس الأفضل,ar
11940,यह ठीक था।,hi
11941,बहुत ही अच्छा प्रदर्शन!,hi
11942,من خیلی ناراحتم,fa
11943,Das war unglaublich!,de
11944,لا يعجبني هذا,ar
11945,Ich bin enttäuscht.,de
11946,I am so tired of this nonsense.,en
11947,This is terrible...,en
11948,اليوم كان رائعًا,ar
11949,لا يعجبني هذا,ar
11950,मैं इससे खुश नहीं हूँ।,hi
11951,مقبول لكنه ليس الأفضل,ar
11952,Could be better.,en
11953,Absolutely fantastic experience!,en
11954,I love this!,en
11955,I love this!,en
11956,I am so tired of this nonsense.,en
11957,مقبول لكنه ليس الأفضل,ar
11958,لا يعجبني هذا,ar
11959,I love this!,en
11960,I love this!,en
11961,من خیلی ناراحتم,fa
11962,Ich bin enttäuscht.,de
11963,Could be better.,en
11964,"Nicht schlecht, aber nicht gut.",de
11965,Could be better.,en
11966,اليوم كان رائعًا,ar
11967,Ich bin enttäuscht.,de
11968,اليوم كان رائعًا,ar
11969,Worst day ever.,en
11970,Could be better.,en
11971,मैं इससे खुश नहीं हूँ।,hi
11972,Could be better.,en
11973,مقبول لكنه ليس الأفضل,ar
11974,बहुत ही अच्छा प्रदर्शन!,hi
11975,Das war unglaublich!,de
11976,لا يعجبني هذا,ar
11977,لا يعجبني هذا,ar
11978,من خیلی ناراحتم,fa
11979,Could be better.,en
11980,من خیلی ناراحتم,fa
11981,Could be better.,en
11982,Ich bin enttäuscht.,de
11983,لا يعجبني هذا,ar
11984,مقبول لكنه ليس الأفضل,ar
11985,This is terrible...,en
11986,I am so tired of this nonsense.,en
11987,I love this!,en
11988,این بهترین روز من بود,fa
11989,Absolutely fantastic experience!,en
11990,Das war unglaublich!,de
11991,خوب بود اما می‌توانست بهتر باشد,fa
11992,اليوم كان رائعًا,ar
11993,Ich bin enttäuscht.,de
11994,Could be better.,en
11995,Das war unglaublich!,de
11996,اليوم كان رائعًا,ar
11997,مقبول لكنه ليس الأفضل,ar
11998,"Nicht schlecht, aber nicht gut.",de
11999,What a beautiful day!,en
12000,اليوم كان رائعًا,ar
12001,Ich bin enttäuscht.,de
12002,مقبول لكنه ليس الأفضل,ar
12003,این بهترین روز من بود,fa
12004,What a beautiful day!,en
12005,बहुत ही अच्छा प्रदर्शन!,hi
12006,This is terrible...,en
12007,مقبول لكنه ليس الأفضل,ar
12008,خوب بود اما می‌توانست بهتر باشد,fa
12009,Absolutely fantastic experience!,en
12010,मैं इससे खुश नहीं हूँ।,hi
12011,यह ठीक था।,hi
12012,"Nicht schlecht, aber nicht gut.",de
12013,من خیلی ناراحتم,fa
12014,لا يعجبني هذا,ar
12015,این بهترین روز من بود,fa
12016,यह ठीक था।,hi
12017,این بهترین روز من بود,fa
12018,خوب بود اما می‌توانست بهتر باشد,fa
12019,خوب بود اما می‌توانست بهتر باشد,fa
12020,Absolutely fantastic experience!,en
12021,Ich bin enttäuscht.,de
12022,What a beautiful day!,en
12023,This is terrible...,en
12024,I am so tired of this nonsense.,en
12025,Could be better.,en
12026,I am so tired of this nonsense.,en
12027,Das war unglaublich!,de
12028,I am so tired of this nonsense.,en
12029,I am so tired of this nonsense.,en
12030,This is terrible...,en
12031,Ich bin enttäuscht.,de
12032,من خیلی ناراحتم,fa
12033,I love this!,en
12034,Das war unglaublich!,de
12035,اليوم كان رائعًا,ar
12036,बहुत ही अच्छा प्रदर्शन!,hi
12037,Ich bin enttäuscht.,de
12038,Ich bin enttäuscht.,de
12039,I am so tired of this nonsense.,en
12040,مقبول لكنه ليس الأفضل,ar
12041,यह ठीक था।,hi
12042,Ich bin enttäuscht.,de
12043,This is terrible...,en
12044,اليوم كان رائعًا,ar
12045,"Nicht schlecht, aber nicht gut.",de
12046,Worst day ever.,en
12047,این بهترین روز من بود,fa
12048,मैं इससे खुश नहीं हूँ।,hi
12049,I am so tired of this nonsense.,en
12050,Das war unglaublich!,de
12051,Worst day ever.,en
12052,این بهترین روز من بود,fa
12053,Worst day ever.,en
12054,मैं इससे खुश नहीं हूँ।,hi
12055,"Nicht schlecht, aber nicht gut.",de
12056,मैं इससे खुश नहीं हूँ।,hi
12057,मैं इससे खुश नहीं हूँ।,hi
12058,Could be better.,en
12059,Absolutely fantastic experience!,en
12060,This is terrible...,en
12061,This is terrible...,en
12062,बहुत ही अच्छा प्रदर्शन!,hi
12063,What a beautiful day!,en
12064,خوب بود اما می‌توانست بهتر باشد,fa
12065,This is terrible...,en
12066,اليوم كان رائعًا,ar
12067,خوب بود اما می‌توانست بهتر باشد,fa
12068,"Nicht schlecht, aber nicht gut.",de
12069,What a beautiful day!,en
12070,Absolutely fantastic experience!,en
12071,बहुत ही अच्छा प्रदर्शन!,hi
12072,बहुत ही अच्छा प्रदर्शन!,hi
12073,मैं इससे खुश नहीं हूँ।,hi
12074,I am so tired of this nonsense.,en
12075,I am so tired of this nonsense.,en
12076,Das war unglaublich!,de
12077,مقبول لكنه ليس الأفضل,ar
12078,"Nicht schlecht, aber nicht gut.",de
12079,यह ठीक था।,hi
12080,این بهترین روز من بود,fa
12081,"Nicht schlecht, aber nicht gut.",de
12082,خوب بود اما می‌توانست بهتر باشد,fa
12083,मैं इससे खुश नहीं हूँ।,hi
12084,مقبول لكنه ليس الأفضل,ar
12085,Das war unglaublich!,de
12086,Das war unglaublich!,de
12087,Absolutely fantastic experience!,en
12088,I love this!,en
12089,خوب بود اما می‌توانست بهتر باشد,fa
12090,What a beautiful day!,en
12091,این بهترین روز من بود,fa
12092,Das war unglaublich!,de
12093,Could be better.,en
12094,من خیلی ناراحتم,fa
12095,خوب بود اما می‌توانست بهتر باشد,fa
12096,من خیلی ناراحتم,fa
12097,मैं इससे खुश नहीं हूँ।,hi
12098,बहुत ही अच्छा प्रदर्शन!,hi
12099,What a beautiful day!,en
12100,مقبول لكنه ليس الأفضل,ar
12101,"Nicht schlecht, aber nicht gut.",de
12102,این بهترین روز من بود,fa
12103,I love this!,en
12104,बहुत ही अच्छा प्रदर्शन!,hi
12105,مقبول لكنه ليس الأفضل,ar
12106,Could be better.,en
12107,What a beautiful day!,en
12108,This is terrible...,en
12109,I am so tired of this nonsense.,en
12110,I am so tired of this nonsense.,en
12111,Das war unglaublich!,de
12112,من خیلی ناراحتم,fa
12113,"Nicht schlecht, aber nicht gut.",de
12114,من خیلی ناراحتم,fa
12115,I love this!,en
12116,I am so tired of this nonsense.,en
12117,Ich bin enttäuscht.,de
12118,من خیلی ناراحتم,fa
12119,Das war unglaublich!,de
12120,मैं इससे खुश नहीं हूँ।,hi
12121,Worst day ever.,en
12122,I am so tired of this nonsense.,en
12123,Absolutely fantastic experience!,en
12124,من خیلی ناراحتم,fa
12125,I am so tired of this nonsense.,en
12126,मैं इससे खुश नहीं हूँ।,hi
12127,Could be better.,en
12128,"Nicht schlecht, aber nicht gut.",de
12129,I love this!,en
12130,Absolutely fantastic experience!,en
12131,Das war unglaublich!,de
12132,Worst day ever.,en
12133,Worst day ever.,en
12134,"Nicht schlecht, aber nicht gut.",de
12135,اليوم كان رائعًا,ar
12136,مقبول لكنه ليس الأفضل,ar
12137,यह ठीक था।,hi
12138,Worst day ever.,en
12139,من خیلی ناراحتم,fa
12140,This is terrible...,en
12141,من خیلی ناراحتم,fa
12142,اليوم كان رائعًا,ar
12143,Worst day ever.,en
12144,من خیلی ناراحتم,fa
12145,این بهترین روز من بود,fa
12146,Absolutely fantastic experience!,en
12147,बहुत ही अच्छा प्रदर्शन!,hi
12148,"Nicht schlecht, aber nicht gut.",de
12149,I am so tired of this nonsense.,en
12150,"Nicht schlecht, aber nicht gut.",de
12151,I am so tired of this nonsense.,en
12152,Could be better.,en
12153,Worst day ever.,en
12154,مقبول لكنه ليس الأفضل,ar
12155,I love this!,en
12156,यह ठीक था।,hi
12157,این بهترین روز من بود,fa
12158,مقبول لكنه ليس الأفضل,ar
12159,Ich bin enttäuscht.,de
12160,Could be better.,en
12161,این بهترین روز من بود,fa
12162,"Nicht schlecht, aber nicht gut.",de
12163,خوب بود اما می‌توانست بهتر باشد,fa
12164,This is terrible...,en
12165,این بهترین روز من بود,fa
12166,من خیلی ناراحتم,fa
12167,لا يعجبني هذا,ar
12168,"Nicht schlecht, aber nicht gut.",de
12169,I am so tired of this nonsense.,en
12170,من خیلی ناراحتم,fa
12171,यह ठीक था।,hi
12172,बहुत ही अच्छा प्रदर्शन!,hi
12173,من خیلی ناراحتم,fa
12174,Could be better.,en
12175,यह ठीक था।,hi
12176,This is terrible...,en
12177,I love this!,en
12178,I am so tired of this nonsense.,en
12179,این بهترین روز من بود,fa
12180,बहुत ही अच्छा प्रदर्शन!,hi
12181,Worst day ever.,en
12182,Could be better.,en
12183,Absolutely fantastic experience!,en
12184,मैं इससे खुश नहीं हूँ।,hi
12185,बहुत ही अच्छा प्रदर्शन!,hi
12186,This is terrible...,en
12187,"Nicht schlecht, aber nicht gut.",de
12188,خوب بود اما می‌توانست بهتر باشد,fa
12189,This is terrible...,en
12190,Could be better.,en
12191,خوب بود اما می‌توانست بهتر باشد,fa
12192,من خیلی ناراحتم,fa
12193,Ich bin enttäuscht.,de
12194,Ich bin enttäuscht.,de
12195,I love this!,en
12196,What a beautiful day!,en
12197,مقبول لكنه ليس الأفضل,ar
12198,Could be better.,en
12199,لا يعجبني هذا,ar
12200,لا يعجبني هذا,ar
12201,Das war unglaublich!,de
12202,मैं इससे खुश नहीं हूँ।,hi
12203,This is terrible...,en
12204,Das war unglaublich!,de
12205,I love this!,en
12206,Worst day ever.,en
12207,Ich bin enttäuscht.,de
12208,Could be better.,en
12209,This is terrible...,en
12210,خوب بود اما می‌توانست بهتر باشد,fa
12211,خوب بود اما می‌توانست بهتر باشد,fa
12212,I love this!,en
12213,لا يعجبني هذا,ar
12214,बहुत ही अच्छा प्रदर्शन!,hi
12215,This is terrible...,en
12216,मैं इससे खुश नहीं हूँ।,hi
12217,मैं इससे खुश नहीं हूँ।,hi
12218,لا يعجبني هذا,ar
12219,I love this!,en
12220,Could be better.,en
12221,خوب بود اما می‌توانست بهتر باشد,fa
12222,Worst day ever.,en
12223,मैं इससे खुश नहीं हूँ।,hi
12224,मैं इससे खुश नहीं हूँ।,hi
12225,Worst day ever.,en
12226,I am so tired of this nonsense.,en
12227,مقبول لكنه ليس الأفضل,ar
12228,خوب بود اما می‌توانست بهتر باشد,fa
12229,این بهترین روز من بود,fa
12230,Could be better.,en
12231,I am so tired of this nonsense.,en
12232,این بهترین روز من بود,fa
12233,مقبول لكنه ليس الأفضل,ar
12234,Absolutely fantastic experience!,en
12235,Ich bin enttäuscht.,de
12236,I love this!,en
12237,Das war unglaublich!,de
12238,मैं इससे खुश नहीं हूँ।,hi
12239,What a beautiful day!,en
12240,اليوم كان رائعًا,ar
12241,Ich bin enttäuscht.,de
12242,لا يعجبني هذا,ar
12243,This is terrible...,en
12244,I love this!,en
12245,बहुत ही अच्छा प्रदर्शन!,hi
12246,خوب بود اما می‌توانست بهتر باشد,fa
12247,बहुत ही अच्छा प्रदर्शन!,hi
12248,मैं इससे खुश नहीं हूँ।,hi
12249,बहुत ही अच्छा प्रदर्शन!,hi
12250,مقبول لكنه ليس الأفضل,ar
12251,لا يعجبني هذا,ar
12252,This is terrible...,en
12253,این بهترین روز من بود,fa
12254,مقبول لكنه ليس الأفضل,ar
12255,مقبول لكنه ليس الأفضل,ar
12256,این بهترین روز من بود,fa
12257,बहुत ही अच्छा प्रदर्शन!,hi
12258,This is terrible...,en
12259,Ich bin enttäuscht.,de
12260,Worst day ever.,en
12261,I am so tired of this nonsense.,en
12262,اليوم كان رائعًا,ar
12263,من خیلی ناراحتم,fa
12264,خوب بود اما می‌توانست بهتر باشد,fa
12265,"Nicht schlecht, aber nicht gut.",de
12266,لا يعجبني هذا,ar
12267,من خیلی ناراحتم,fa
12268,I am so tired of this nonsense.,en
12269,Absolutely fantastic experience!,en
12270,यह ठीक था।,hi
12271,Worst day ever.,en
12272,"Nicht schlecht, aber nicht gut.",de
12273,बहुत ही अच्छा प्रदर्शन!,hi
12274,This is terrible...,en
12275,I am so tired of this nonsense.,en
12276,Worst day ever.,en
12277,این بهترین روز من بود,fa
12278,Could be better.,en
12279,बहुत ही अच्छा प्रदर्शन!,hi
12280,I am so tired of this nonsense.,en
12281,اليوم كان رائعًا,ar
12282,Could be better.,en
12283,यह ठीक था।,hi
12284,Das war unglaublich!,de
12285,این بهترین روز من بود,fa
12286,خوب بود اما می‌توانست بهتر باشد,fa
12287,What a beautiful day!,en
12288,I love this!,en
12289,من خیلی ناراحتم,fa
12290,बहुत ही अच्छा प्रदर्शन!,hi
12291,Das war unglaublich!,de
12292,این بهترین روز من بود,fa
12293,اليوم كان رائعًا,ar
12294,مقبول لكنه ليس الأفضل,ar
12295,Ich bin enttäuscht.,de
12296,من خیلی ناراحتم,fa
12297,Could be better.,en
12298,I am so tired of this nonsense.,en
12299,बहुत ही अच्छा प्रदर्शन!,hi
12300,What a beautiful day!,en
12301,من خیلی ناراحتم,fa
12302,Das war unglaublich!,de
12303,This is terrible...,en
12304,Ich bin enttäuscht.,de
12305,बहुत ही अच्छा प्रदर्शन!,hi
12306,من خیلی ناراحتم,fa
12307,मैं इससे खुश नहीं हूँ।,hi
12308,What a beautiful day!,en
12309,I am so tired of this nonsense.,en
12310,This is terrible...,en
12311,Das war unglaublich!,de
12312,من خیلی ناراحتم,fa
12313,Ich bin enttäuscht.,de
12314,This is terrible...,en
12315,لا يعجبني هذا,ar
12316,This is terrible...,en
12317,Das war unglaublich!,de
12318,من خیلی ناراحتم,fa
12319,اليوم كان رائعًا,ar
12320,This is terrible...,en
12321,لا يعجبني هذا,ar
12322,Worst day ever.,en
12323,Ich bin enttäuscht.,de
12324,बहुत ही अच्छा प्रदर्शन!,hi
12325,Ich bin enttäuscht.,de
12326,این بهترین روز من بود,fa
12327,यह ठीक था।,hi
12328,من خیلی ناراحتم,fa
12329,Das war unglaublich!,de
12330,Could be better.,en
12331,Worst day ever.,en
12332,Ich bin enttäuscht.,de
12333,मैं इससे खुश नहीं हूँ।,hi
12334,Could be better.,en
12335,Worst day ever.,en
12336,"Nicht schlecht, aber nicht gut.",de
12337,Could be better.,en
12338,I am so tired of this nonsense.,en
12339,बहुत ही अच्छा प्रदर्शन!,hi
12340,این بهترین روز من بود,fa
12341,This is terrible...,en
12342,Das war unglaublich!,de
12343,من خیلی ناراحتم,fa
12344,Could be better.,en
12345,What a beautiful day!,en
12346,این بهترین روز من بود,fa
12347,Das war unglaublich!,de
12348,I am so tired of this nonsense.,en
12349,यह ठीक था।,hi
12350,خوب بود اما می‌توانست بهتر باشد,fa
12351,I am so tired of this nonsense.,en
12352,این بهترین روز من بود,fa
12353,من خیلی ناراحتم,fa
12354,Could be better.,en
12355,خوب بود اما می‌توانست بهتر باشد,fa
12356,مقبول لكنه ليس الأفضل,ar
12357,"Nicht schlecht, aber nicht gut.",de
12358,I love this!,en
12359,Ich bin enttäuscht.,de
12360,Ich bin enttäuscht.,de
12361,Das war unglaublich!,de
12362,What a beautiful day!,en
12363,बहुत ही अच्छा प्रदर्शन!,hi
12364,यह ठीक था।,hi
12365,مقبول لكنه ليس الأفضل,ar
12366,من خیلی ناراحتم,fa
12367,این بهترین روز من بود,fa
12368,Ich bin enttäuscht.,de
12369,اليوم كان رائعًا,ar
12370,Could be better.,en
12371,Could be better.,en
12372,I am so tired of this nonsense.,en
12373,I love this!,en
12374,I am so tired of this nonsense.,en
12375,خوب بود اما می‌توانست بهتر باشد,fa
12376,خوب بود اما می‌توانست بهتر باشد,fa
12377,خوب بود اما می‌توانست بهتر باشد,fa
12378,لا يعجبني هذا,ar
12379,Ich bin enttäuscht.,de
12380,من خیلی ناراحتم,fa
12381,Das war unglaublich!,de
12382,बहुत ही अच्छा प्रदर्शन!,hi
12383,"Nicht schlecht, aber nicht gut.",de
12384,बहुत ही अच्छा प्रदर्शन!,hi
12385,مقبول لكنه ليس الأفضل,ar
12386,من خیلی ناراحتم,fa
12387,خوب بود اما می‌توانست بهتر باشد,fa
12388,बहुत ही अच्छा प्रदर्शन!,hi
12389,Absolutely fantastic experience!,en
12390,What a beautiful day!,en
12391,बहुत ही अच्छा प्रदर्शन!,hi
12392,Das war unglaublich!,de
12393,I am so tired of this nonsense.,en
12394,बहुत ही अच्छा प्रदर्शन!,hi
12395,Could be better.,en
12396,Could be better.,en
12397,من خیلی ناراحتم,fa
12398,اليوم كان رائعًا,ar
12399,"Nicht schlecht, aber nicht gut.",de
12400,बहुत ही अच्छा प्रदर्शन!,hi
12401,خوب بود اما می‌توانست بهتر باشد,fa
